userid,filled_atype2
394147dbe8207531a61b95385884214fc4b97cf044c54287ed9d2150295e0807,NonEnglish
394e51abc80b7ef91dc7d2aeef3a201fc5e5393c97baceeba54f8357ad3e2970,Unknown
3969530725,RightTroll
396b0b6914e425ca53c49b7f1d6cfe9757eb7368c04c657a09d83b19a8f1251e,RightTroll
396bbcfe261011acea8662dd79325a829000523d499ae89a3c1f2e4b60e639a5,HashtagGamer
3978316814,LeftTroll
3990577513,RightTroll
39a53aac37c8d1eef4ed4b3a44f3c2101914c3558b1893f1349eec0c2a5e1eb7,NonEnglish
39d76e30fa6821e452e27193c3130faa1972b0bfa618969b241609b64dfdfddc,NonEnglish
39dfa0aaa0ccf1b79a69d7cadf4e9a27f22d6017f690ec22f137aebd601e2e88,NonEnglish
39ffdd9596c85018838e2ad4ff5287f252edaf0b8c1d43a90160a08aaf27a673,NonEnglish
3a0156b2eb7f0b766e41ab2f760a97d3cec725ed3384d5cc94a6777b0d540289,RightTroll
3a09af60b0abd6e7cf4936e768c03991314d3b49ee42ffa045e69d7e1a28e4be,Unknown
3a0a75ce38bcc962411a9c7bc75fbe93d05368f4c089fe3876c0701a2948c143,NonEnglish
3a3edd817406506056cdd9939751bd14ed55ddf38703a5a3c0e000bb9da46fb3,NonEnglish
3a40ccbecb1c7c0eaff8b94b3cdcf5cd5ed366fd20279a8043cf2e338a606315,RightTroll
3a56ceb5ad09bac803ee9d93afa62f7b53611766e20974970a4f48935e08725c,NonEnglish
3a88a19f0a31835ca4329469c511ad5a68f2045af4f11952127273e2325ca8d5,Fearmonger
3a99b146e04cb5e80bbbc13996c6366558e363df82251e21df59151f3bd46cf4,Unknown
3ac0face460666a127cc271458a7918571d10706ec62980b5f7b960e50455e2f,Fearmonger
3ac5b0bdb92cd4ab27c8053dbe51fedd43539204f164333365ee5383538f326e,Unknown
3ae68666a66859f80f7d3a0e3d1df50108b9845b6904e8fd25ba7400e5998593,Fearmonger
3aecc3858ec14b623d02648cb52799e8794a066dbbe86fe678b19755c773ab91,Fearmonger
3b00f04c72895c23c0a2ccd70a9da6bc7866c969d91f820198b2e47499b9ce4f,RightTroll
3b05d01016221341cc07f901e73d0af3a01ca1e8b589a863f523c4e600065077,NonEnglish
3b2e0d47b9c89447afe5b6838be76f307605851c2c32b26c987fec3720a541a7,NonEnglish
3b3a4c6e344805f6efce5b39db69d446f83a1f632ca57c87142ccce5ba26e7e2,Fearmonger
3b627f8a4126075294d5337a4bcf07a88de5bebb13e60f9de2b50a9b97f9f949,Fearmonger
3b66b964675cf3110ef9d39f88f426452b401a8ad3f53174d75bac56b23da4f2,NonEnglish
3b8a5e3986bd95fe68539818acbb253648757a8388d6960b9d6773ee9636f673,Fearmonger
3ba32900c7a9b1cf81a4026a68476da3642d6cafe86390a8ed9fcfc4bbd992b0,NonEnglish
3bfd1ccb431f703def3e5e0bff56a1235487d51bcb276a15eda480148669b7a6,NonEnglish
3c0574ae1f9eebeb8de679b74de4e213341157410463511f494606136100841d,NonEnglish
3c25dbcab79d1f51dfb33d807c4f899ad3e293a524bbe336884b882930084baf,RightTroll
3c34d86113905641be6c5391c88fe647d7b07bf6d176cc14173b9b8c6fba563a,Unknown
3c456225234d477036256ace2b40d5ab8ed71afb80d28d4fbd69cb6d22eb7b7f,NonEnglish
3c46bd68165bb49be66c657de7f09b1cbd130e65934abd29f5aec28e2a86d43d,LeftTroll
3c701c8e9b919ac92120043869171a4251fdb815019e828c9ebf6c0c551a93ec,NonEnglish
3c9b35f96a33d7b69da10028beaaac6866af7564d4ba7580a815db8201c0aa8c,Fearmonger
3d04d5ba2fc6601dbcba5aa5d2006ed241f988e3eb92ca68d515df2e7c821b3c,Fearmonger
3d15c68cb569a493796a3bfed4fef78ed1222a882fdb7ba894a69939620952d4,LeftTroll
3d1ef9e7bd4163f6cbb616da912a429cc20792d73baa141837e609df376003bf,RightTroll
3d3ace7a95bf1f169655e6c84cb92f918bd580300a107d64fb5e9d56256f46bb,HashtagGamer
3d3d209a8969a958ffdc6374a06a0ebd4d95cc9fe45dff1064fe737c77865b70,NonEnglish
3d47c17051837fbaf02df10e200ed454d27faa6b735bc4a8eb30986a413adefb,NonEnglish
3d4d462136f2f29e1d71e069c3b9c434b87c2906dd56b028b5e8699e2bff50d4,NonEnglish
3d578cba6c6dfc82e37f2d0073583f224cbf3c140ad7f9abc849f05178c73a56,RightTroll
3d67d5d17d175a7b623eb1b457c51ab27989716ea10231347ea1a858bf436bb3,RightTroll
3d7881edf2d4bb024486a9bb5b89440d392489086344483d0673d0f7acb1acb2,Fearmonger
3d882f3d630734a1f78de0ac0f03d20a2d29cb490c15c77a5bd6c4d0001f8635,NonEnglish
3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e,LeftTroll
3daa37b3c22cdafcaafaa7c51f44a9ca20e17410d91b91916e9339b6403bfef3,NonEnglish
3daea00c3d9d2530c840254c6fa6fc3c14837681269a8739a23f463b844e1c16,NonEnglish
3de9c0aa24d9a786e3082fd9a9101bd80a0c47a6491cc62fdf31b3af03cb824c,NonEnglish
3e3bb6c00d3693deb8f8d8e127b75dc81d4faf70685646cfa158c67b01e9653b,RightTroll
3e4926039b55bcd7f2182ee1c9234fd9458adefac0b7f919ede18d8d9597b1c0,LeftTroll
3e4a46e271ef39f020efbe6e952e4d910181c506cefc7e38142fdb25ef932db9,Unknown
3e640f3a8ec80708d2f8b6600198278d74750991b15c05608f41761fff5f0a38,NonEnglish
3e64d8db7b0727f88763a760094cc2c94a5ea8da068e4c31c77ec800868ed603,NonEnglish
3e65a65724f0153245355e97c38b5b0d9058edc0767e6a566ae354b09a5efb98,Unknown
3e6d5f7855e2d3f14aacf9b915df707f8a0a83bd025bc1a7957a748e394dbf95,NonEnglish
3e74ce77a910dc8f89bd26b71491818d949bb4f2ed7ed0b853063754186a3318,NonEnglish
3e859572e18f6a4bdcf3774b387efadd67dc0e878cf51232edd4d78ceeb3d3bc,Fearmonger
3e921df700fe407d8c8e22c727ec59f80a01428ab2988388f2f9ec7b65fd02d8,NonEnglish
3eb1d9ff8d0870dba9b9d11b8f3c8f87253ccb4767f7f697671259b4b659d393,RightTroll
3eb62b719b9bf08a2ba7e05e1b9f251b1a93e159486d3e6c8a5fcef8fe7ee9a7,NonEnglish
3ef78f07320d89fab080f0136e0984fd6009427960c0a3d4bf6ba8191fb1b41c,NonEnglish
3eff18d84db1f98a950d7e891eb25e8becd4bd9e7cdd3554f147463b77d8a632,NonEnglish
3f00722ac9694402cd5f9e2545c4f1a2fb874b091851f43c9a9db3d38b1dc9d5,Newsfeed
3f22ec97e6f7c68c28e59390710135dbfd067aa024eeb34f13dbb905b4dde4a5,LeftTroll
3f413b0963fb62d83e8a0e100790887dbe8ed46362e2e264b0bf18aa85ddc7f6,Unknown
3f4424f5094006a3ad47aa9226504e0ef10d7299c9a3a0918a4b61d0cc77a1b5,Unknown
3f5a3aae5fac54aaae8966f94830b6822130ed21470fb800af7254c5cec6c367,NonEnglish
3f7b3d0bcb5d86a1e1fb004c550019f098573be38723eb46af2e8f868c349425,NonEnglish
3f882e99d3c656906e9f6cd2a538b6642e56f00d7835440145b49bafbeaa1d88,Unknown
3f8d7b2d3f0b22a50f51ee76a73a442f26d0212afc5b0ae816961eff253e31f6,NonEnglish
3fa2180cdd4b149f360c0cff2224f5bc629d485e732244bddfa28ace16ec7ed2,RightTroll
3fb378539e01fe68efd1251da36d22ccda3260a84474931c902e4de3e160d5a4,LeftTroll
3fcba2182fecb29a3aff51bf22b5cf19668ed09db686602b0eb4c26b983bd8a9,NonEnglish
3feb2abeb8697fbda9b0487f3d546d51633a36ba3d39aadac9c91b49bd0a6295,Fearmonger
3ff14b4518ca9cdc7e7130b8e5a4098cecfb968b70477863e82f85e855457c25,NonEnglish
400d6bc84c7a3ed63f7270fedf43dcac2f9ac9fec5aca44c3060c8c8de7c7539,RightTroll
403eda894c175d25aed752ffa9b9a956cab31d3be8dca9d98d4fda8147d9b420,NonEnglish
4042f7a8f8493a5042de36d1059d2e2da1230b8e0b819317d987d30bd6468686,RightTroll
405fd181db4f8ba4b0a41ca4f605027481beca64343b195389613efcd7208c28,NonEnglish
4066d5682033750329f2ccae4e6bb049128ea4ab2273ecf6b9391199c0109428,LeftTroll
406bb04f9dcd95fba63e3d672c5144603d3e884eee3ade810ed968a9fe37b969,NonEnglish
4077c10f3f2eda7f289fcdb94bbf6d252942942cd03b2c493ae6858c751af9f0,NonEnglish
4077c35e0685c7603fbfecef0bc87b7fbe41b7f52a0c44014f9ecaab25532a4e,RightTroll
408194acb6716660eccebfaff86d74272be45ec469b487d3d7867c2fa8e73bdf,NonEnglish
4083fee09df7bf35dd8361f97ef0ddb3e9e1df1de47b40332a571feeda28dd36,NonEnglish
408c333da2ee70610e63667de76797da0874f589d166d603076c81011d41988c,RightTroll
40957c588722a536c43f5cf214bc584a9eb1b2976ec8efc77f015bcadd656a5f,Fearmonger
40a798791f69f7835dc04ed08248658d07bc515ba529a62670a856a1a5b0f536,NonEnglish
40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422,LeftTroll
40c69d0d189a365ceeee51c9bc039fcab3abe57447c7296427e083bc2a8a8ae5,Newsfeed
40e34aa225f96ebd37cfeb74b0229bf45a307ca071a5deefbc5fd898027c46e3,Unknown
4103087435,RightTroll
4188a238189b84504e938657369f0084adc37a0cda236d98c181b992a0a09317,LeftTroll
41bb9ae5991f53996752a0ab8dd36b543821abca8d5aed8980383c82378e7518,HashtagGamer
41c3837388f0b7164c2eb7dad065199e7c23ebc36108bed41ef886a8a8de1afb,NonEnglish
41c4af92db262d64333e292e49f2f48e4e18cf064b8c47b945110d3488ba73c4,NonEnglish
41c9220b6f4774c2186c8ad25699cac40a6cceaba34483c3a95a2b5d048c82c7,Unknown
41cc7e8608314eb7852edc268d9816a224e100931faaa5cdd81057ad5560fe16,LeftTroll
41d33974dc745c4095d9b2b8f85d3fd2dd6196ba06e35f92e826d6a3d39a4473,Unknown
41d7b28dabc7cd40163e6ca457c99b89f0435e49119510a87a7aefa85a1fdbbc,Unknown
4202ec1e1b6c151f27c0abd93332ef9d56f0699defa02fbc4b9be1898001e9da,NonEnglish
4208754922,RightTroll
4211363d741e670a7ef229881da6dfcd0b64601ce1072196507a0cc35aefdac8,RightTroll
4217244274,LeftTroll
4218156466,RightTroll
4224729994,RightTroll
4224912857,RightTroll
42252b89a754698ab93b9d6b264dc1c9cd87eea9489e7a457cf3952a0d40b8ab,Fearmonger
423106b1e5eaa83a8640447d439573271a1a74c632148628ff19c1ca8341e500,Unknown
424e8e50b7a056379b513599fdb7ec8be00fbafd8371219e53d534be47d87a66,Unknown
4255c18f324fbf71baa60604ec059ecb29cd83d6777d68d442268ad5d60b24b4,RightTroll
42650e6f2abf1260d46c5939f365ae8b127a6fb0a34634c6ce0fbbcfef2e0108,Fearmonger
4271904983,RightTroll
4272870988,RightTroll
4275a852e9fa8dc3b937b593f299a26f6b1fc061f0752a993b5035db8a93b70a,RightTroll
42796f651905ed2bb71d0df784e13e212f2c16009c0bf9712c88201c12dd3dd4,Newsfeed
427b29a0b9ac21f75e72a1b122b6112b081ebd8288a45833f1b92bd67d2f05ba,NonEnglish
42889f988600ddfe9c3bd28ec5a87338a06018c94b1c2ddf79f25adffe63431f,NonEnglish
4289431230,RightTroll
4290d24079135404864e148eb926c0c9e749acd45190c4a6d3092fae6181f5ff,NonEnglish
4299815909,RightTroll
42b1db6e926b76ee4358142b447f203e508a1161341a77c4a13637fe724e7f99,Fearmonger
42f5483b961dc8fa58ec40fc8b9c7117a26eb9077fc55d387642421abeeed48f,Fearmonger
42f97545f47557eacf484239316a9c03e6e6ae48cfe051fe3045af9b3916a694,RightTroll
4301962823,LeftTroll
430b36bfd28760281e08a25474d813b7a35a799d70212760749296c422eeaa03,NonEnglish
4311371968,RightTroll
432b1625d7297fc0e9babe56f48b3148c14aa89cb69ee90bf2a02189590cdfb4,NonEnglish
432b5b8c124aa79f278df08b1961f474c14b2f0aaee2091b18d02667d08ebea0,NonEnglish
4332740714,RightTroll
434e1f126555da27a8f132ce835495c302ba7bcd52ee8385262e40145b2817c2,NonEnglish
4355797094,RightTroll
437ab16e527f561f9c0e9c6a642b81903f86e5f90ae3e8aa5af43666a03e349e,RightTroll
43909cac2b9c8ee079336dd5a61a16741204878a6af07d7fa202f0809fb16061,NonEnglish
43a59a4b54ea7c3e035309cc35e117c2685b152c6c9ac387022500e5ad81e6af,NonEnglish
43b16bddd1f717e5671deb378a5bcae8ca8ce3d6d5d160b1bad0431afadc374d,NonEnglish
43bf6f362fbf755d223c970e7f950f99e27ebc9bfb71c217b5b90dbfda6624c2,RightTroll
43c39deef77a40e68eb1049231be79682079bde3d4b65ddbd0e00b3dc83f7092,NonEnglish
43f5fc4c8ee88ab0981b52c83d8e22766908dd68527ef3ee7701321edcdb30ab,Unknown
4426d8c0bbc7ea425dbe2cdffd215abfcb3cd83bb073623e2d2395e16f48cc27,NonEnglish
4436fbb76234255f98456eb44bf28c88ba34d1f031e96cbb5599bc914b08a239,NonEnglish
4437233895,LeftTroll
4437444442,RightTroll
446814d058a75d9f90076c02b125e5adfc64ddd544cf077ebb08e27e476b20e5,HashtagGamer
446ebdcfef9f5032b638cf976c73bd27c5cb7c5bec12a69f4052389dc333a599,Unknown
449689677,NonEnglish
44b2d59b906cbfaec83ea47c25c02122e7fc5ab1757073bb611aecc33da47155,NonEnglish
44cf6648caecd6807bf91eb82d88ae41ab156633195bdab307e837ab665f2331,Fearmonger
44d631516b64aaaf9c928aa6766a35e7f415ae08dbe05c545a2a97f560875710,NonEnglish
44db222960eaa1dede3895269675a9a2e182aa248b5c3cdfa02118517b0dec89,Fearmonger
44df49bce9aa59746e4708aeaf76b98f6959be0c2720acfc207df80aa3f98a05,RightTroll
44e2cbb122809a511d93741cb44ccb5982d58ff2bc698b772fc69b07218e15cd,Unknown
4508630900,RightTroll
450fefcc31da3775962c2f3e5ad5bccbbb61f5b9ec1bae7073f1ac2ced94850a,Fearmonger
4537439c2e1d6f7d6d3e290b17e511c919556891aad99925cd7e5cb335c224ee,HashtagGamer
453fc93cb3ced76c8130552943da628affbd571315bf1cd4e5d1353b79ae9257,Fearmonger
45430f4187ff5abcde08827824cd7ac99ddca75652b324accd28b15c6f48739f,RightTroll
455474e067e5d55097f2f6ab1c2c84a14df26fec978a4db853868c430c88ea9b,Fearmonger
4558b9156a17364e071f8228331d60c12fe25a5bb570dede7bd76c82f65f1338,NonEnglish
455fa37111efb254dd4ae1c97d484a34865f843c82e01341fdfc5503c224e8f5,NonEnglish
456ec9ac55ef341013ff1f6ae03df9da50aa909c73629220a9effa1f0af7a25e,RightTroll
457fa4c32d297e76c6f7c5e680e42bb38a2e319a3b2088ea735eba3eb76772ca,NonEnglish
4584ea5091944dd0db9882878fd1c5bf079a8aecb292261ee41b6b1cc5a3c5a9,NonEnglish
45890b7a7277fb512058cae8a67f531290dbb16ede701bf9c65529681fc38b44,NonEnglish
4599e9cb349636d6a1f7dbd9f2d6d38b925adb5e133802b73679309251c96aa1,Unknown
45bcc2f1132bd4c5b6315ad9c47796eeaf43e2d86e62efea4521665374c0c543,HashtagGamer
45c05aada34cdaa3f5b205ac2916cf6962571853fbe986ed578bbaa8cb4d144a,RightTroll
45d941615504343e9354de27c4f88515f2466f7dc5dfedf1d55c4fce801f19fe,NonEnglish
45e53833a2c5989b9f758b9c1f8e692218b3fc311fb5d120a9504d7314e88970,Unknown
461eb122e47e293544c8f2533c684e8725f0b9ce70bc3b6edd79716c8a3c8895,Unknown
462022323c7782684e32785dde1e9c880a422868e00ab4a21a88b4f7d85131f7,Commercial
462272724,NonEnglish
4629cac2a491334611716aa011f1be87d7a05c473f56b7d46ab9793d80e9d0c2,NonEnglish
463037cd1bc21ad3406eaefe0f8d1373ab34f927e66d428d779dc5ad781cef78,Unknown
465a73d8c233212d8a07ba2f2d51be667b47618e616a9c6bf5362dcf6c94617d,NonEnglish
466549101,NonEnglish
46693e483828d0b122bb0d191d42cbbbdb8da4cb5f6c0378cf231a9d63c58a7c,RightTroll
467b486e5e2bb4e93145a687cd98c20b1b5475c8a7c9021025c8af976e407943,NonEnglish
46885d4dd6653343be932da7cdf95c494fd71f9421bacdfc3044eac37572cba1,NonEnglish
4699a3b62f380a0e36dbe09b2d741df7899952bd4a972bd39b3d78c4eb1c8bcb,Fearmonger
46ec3974549b72141bbd4ca48e97679182c298f9325e9b5dd3ed7c03864f07cc,NonEnglish
47172d6843f520b9092ee6c960e010e2cfaf775890a29443014b41bf7ff15c13,NonEnglish
471868887,NonEnglish
47223980a8f00cf46036a7b531f7a9ecf6c09f1e3fc61df6ebe820c46d2bfadd,NonEnglish
4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7,HashtagGamer
472e7bbdf45c0888fd7e8aae3d6a8471da35511d18fe72f6b5e86a9f5471dc0e,LeftTroll
472fcf32c33aff7fee593557efb6fd88aa76ba0c4b9d8cb06dba2c7d78c05f8c,NonEnglish
47403a4a74013c25e8d0aaf3053e8aa9122499d04fe5354cf7252ae4aef09729,LeftTroll
4740b9b1f375bd679d01241d3ab611fba8d8ef213f746a43b0d01d1c0131f969,RightTroll
474bea05f1324e553322b796f91e998e20cb142bbb1dd12a2e555a2efc112e89,Commercial
475ba7e72c93a1bc8b30f1bcb21810b41ec7de87e9982f825d2f6cd567281e40,Fearmonger
47608825a81b9ead79cc0a3addc4023e446b59286d8a1834f18fa9ede633895f,Unknown
47739bbc6437fc02be90ef67e70d8defc7ba092e18b2d5b57094b62a408cf385,NonEnglish
480fdf7e5e519b2e14ae395daa7df26f659b1f2dc0a578df346022b594165870,RightTroll
481054668ce97aa34a5d9b5270343e02386e4ab74af2eeaa9b7f3321258bcbbe,Fearmonger
481aeac8d54131a7639c1bae2fd6089284c5f4d3c2e5c224a1abedea1a8e84ba,RightTroll
482b492ff3adf0037ee92c275f6f28662ad561965aef19699f03fd959dfe3373,RightTroll
4840551713,LeftTroll
48415a7b9ab09f810d22fa1b440c6fb53e2cbcd31a697381527a4eccdfebd623,Fearmonger
484cb926f2e7c30fba8a3b83e3c8d615507aec24cc8ed61e3e2f67c55ecd2aab,Fearmonger
4859142199,LeftTroll
48638a25ac23192f99728440947d2a2eb6ac78959b5043bcee576dc043ad1461,NonEnglish
48782e70e0f100ca0b9617e732a5cb65e0fa083946b38f3986983e5b1bfe294f,Fearmonger
489ff9c6238a84d51ae7a742d2d9c5c958d892b30a336c81dfc195ba170881db,Fearmonger
48c0311a1b076b6a41e14bad8473198952924bf5003670f23392ea15f2c952bc,NonEnglish
48cd525a3a4e85f0f534aacb23d92931d905c27e66d318e8f0be268f7ab364a7,Fearmonger
48e0e1573d936f527ceb0fb4c070873a440a2061470da41e2c25050095cc15fa,NonEnglish
48eb1158782d382f9f9bb2c3d99f118bd88eab0bf8ef4f6f4d44494c989ad766,RightTroll
4902301dbbd0ec372978a74b697c0f99d8c24bf02d2e5d219034a7d38fd30924,NonEnglish
49057ef07d84867271a102c9d34afed6c5cb42c7392232fd105797370454fe3d,NonEnglish
490b8eaa0cc56cd497c3f4100e0f28c9d4abbbf529ccdebc356b75a00e13de5b,RightTroll
495ca5826c0e9a8a2df16dafbbd294d9f8fee5239059adef84f471e078aacccc,NonEnglish
4979761ae5cc6fd1790841dd11ef22f92196866b389eff50064036d86baf8208,Unknown
49b1291fe692ca4ee98a135f92c5a6c857405d8a85820b7929770e3e40abb4ea,Fearmonger
49b172d990d5ebeed95115e7af52cd2f330962270e36dde0bc1abad3b0dff4d9,LeftTroll
49b96aaff819fb699c90b5ac196806e79678d449831c42a126d571bf6f3a8631,NonEnglish
49cf853265aaa7cbb69b29e40f53c2bf6000adb36562cb1461e4bbaa4cde9628,Fearmonger
49d1781a600f687f91fabdd496cf36991770a26bca0b18e633e63983579d28a7,NonEnglish
49d536d26437dd3d9570fc9d61c4867a7315325aeb577a02a78bb8c17987c951,Fearmonger
49f642cdd3c609047ae7226c70f6af88a66880923b4d86e994c056bed1fab11a,RightTroll
49f9357f85ba8a69f976475df3779dd03c910c59dfeab2cbc5bfe48e80174206,NonEnglish
4a0a7fe5fdc47d5ed3e3d9b55c1e7af49b853ca6df5a7a414392811541fb1fdf,NonEnglish
4a3442f84dd40bafc5e7ed431b90f95f708c54ee2542d484e86d0e07f4317990,Fearmonger
4a386802fb44f3598d8ac26466f8b0cc97e8434548fe7fad2309e61307a7b0c8,NonEnglish
4a4337e808a22c1745a9135d0586ae05d9ed0168c7c8301bcc0200aacf52bc29,Unknown
4a47bc19fb4ff626b380e46efb2a554982abc5c077b59bfe2d728951b30384c3,Fearmonger
4a4a261db667220a5f56b15df77112a369e74f00193d1a6f68f1797757003428,NonEnglish
4a4e0b255970b061987faf747a5937eb20cde3f62ea4432db39a2064a500170d,NonEnglish
4a5d4a74ebfabe795f08e67a36eff08b2c456554cf4ffeefc30cacbac3149195,RightTroll
4a624cfbceadf16265980a99bb379e06d350b4ef899643865a857a783e722d6b,NonEnglish
4a691128580fe9becb8d8d095f5ce1420b3661226736f12262016e3ff1c34750,RightTroll
4a899897e0eeacbb0df34904b6fa75a5560c1b305051f4b86ae6652bae2738ca,RightTroll
4ac2d4e6548767c222a92279d707e19eda694044aac8ae746f8b1be936d2b48e,NonEnglish
4ad9193f6531b865b8ed12e596648b8898a67b40a83eea967a6899a0919c0227,Unknown
4ae25808a35a6b5fef8f57e7a148119af686e78efaea57e46990461ea1dccd52,NonEnglish
4ae83571101b7830f3dea32ead24ed6d787f483dbc98acd22569ee92e292b7d2,NonEnglish
4afa63d0310df93ed087dc2e33b18f913bf56c51a4e64f1dbd4abbbc209437af,NonEnglish
4b0aba10ac4eb1c3a59809b0394b7844fd64038baa69bb64f54551854ae2bab9,RightTroll
4b1b8fbdbc1dca11a9d60bfce27f089baef009535fdbf6d18901fa63a265909c,LeftTroll
4b309188a6ff28e515795b2651937bf5be63600cdd73dc221287190fc4eb0cd7,NonEnglish
4b354bd093aab81a97fc1f382b62eb4b60cc5b2358f4114045554a2b115cfd92,RightTroll
4b4ec6303f1dda19281e64de26f7b35422d7fd39b083ef2770c553efeb14d9a7,NonEnglish
4b64e738c0560bbac48924042c353e6e742b8c4b2e935e4bd9a2ed06ed652743,Unknown
4b6985b0818a9ff09e0a5a5af91c021c17cac0bd9172294c3c903c5629569d5f,Fearmonger
4b6bbd4a8dc0069cf778367419329814655ddc0df7460004e6c5e0316eb0b938,NonEnglish
4b6d7c4a9fbe5bff3e2ef447620a35daf19c1c2cfac26cb6e1c6c203cd564af6,Unknown
4b8094fa962057108bc94c4627afd8fbcd5ab2bc38a7bec78e555b97fced8182,NonEnglish
4bb238cb87eff0306b09f5a588e7589149b3adadd00c78681223f882f8290150,Fearmonger
4bc58a980d997798923d6bec82bc780400766065f8069bc04a940b8c5a1fbfa5,Newsfeed
4bd316926158a906b08b1ce4b7a2e913df6d6c6b5833216b49d749baebfcfdf3,NonEnglish
4c06773f059b0ce92a1e7fdab56209f5838979b24bf7dcdd75be00cabebd8b26,RightTroll
4c1222559a2d600a1bd197d6aed42926f5a1192e8aa294b0732f8af4a3fc92a4,NonEnglish
4c12c714bf981f5eaa4112c7cc682333e088bd6d31e2905ec254de93f295fbda,Unknown
4c284569d688f917c4c559ff89b069989ccdc5ec8619f06fbf409fd7952c126c,NonEnglish
4c2c9479e91261b092270874317f3f13a6c63407b80e8bc37bd8da5ae96a05d1,Fearmonger
4c2e75cb0c23e18d70e0b105f7f1f2315c9cb4e2b8ad251e93abaf687b4d1d51,Fearmonger
4c47703f2fb1596d04051eb9742940ad01535845abccee38d3b9a363e29ad422,NonEnglish
4c60027109857ad9f5263cf6381e4dd7789721ba3976f07fca3bd177e710e426,RightTroll
4c6dac60638980e6ecf794935c91e6c78d5c31a4ffe0f94362d9fac704c497c6,Fearmonger
4c7c947dbe1598e50e15d1caa516e5fb94c68f82968ceb4bb7580e3871c0f34d,NonEnglish
4c87c003d9d70e3f214b14a19cb735858632adca6bdb8e765e72afbc50635193,NonEnglish
4c967da6f43af59b575398aab8c81bf6a3827a0dad9e4b9eb166e6df9c6b0676,NonEnglish
4cc8b61b386a0499ccb0e428a0d0eb61f6d0f6c61af86c11b20fec7074b222ae,NonEnglish
4cd3e9de81d32ff593c85cec25b6f8c24568d5947384ab79c575dac126b75641,NonEnglish
4cd5d6238d4133533c7b56de66061babdeac0d321fc0c0a12e02a509c626ff04,RightTroll
4cdd7adfbc3052f1d017feb67c1c51331ab82b7557ef43724c2710ddfbe49ede,HashtagGamer
4ce989327c4d6317918452ca868be2b9e7363bfdb80ea8630ac06c1690ca80e9,Unknown
4cf492f7c1682bc490fc64031dd878bf725b4d8bcb69431db8ebc35a57afd59e,Fearmonger
4cf8240d55449ba3fc6ccaa4c82146c94d2cebc8087aadfd8b88ecea8b9030b3,NonEnglish
4d0ad800b0477991bc028d944b0771e281f4c3a0f0c388c5bb31c5af46261d45,NonEnglish
4d106ab3eb39014ff5ba7ee1b3e2821828805d75c2661357dd4109e23df0c8b2,NonEnglish
4d198cab126a6a8252da036a5a0be15b49ef5541c10c655e629c5185548d1524,NonEnglish
4d1a9bd7e5a933054f7ef830eb1c5de7a6ab77e3804d89246b012dab9f9bbb7c,NonEnglish
4d2e9edcd4b36d23e37be4f910d50219efe46a90c4b3c5d99def2c9f8626034a,HashtagGamer
4d4015c767a9da312b6cf5459b23ac6c4e43db24ced4170cdb855d5a8bb32f2e,Fearmonger
4d44c7c8541274bf8de7c223c0514ffd3f4986b47c58cb1fec0eb5e8c7c2ade0,NonEnglish
4d5db44416e27521039c6a127ea28ab1ef8bd46a89970b6f48c7d698e66aaeab,NonEnglish
4d659e563f6cadf212552ad1365db4da177f486eb214ef4dd67a9ca6af2a4ae3,NonEnglish
4d65a2e03c04bc679301c3dfdca3df9a8e36626d0e78d14ad1f82f26bb20cb88,LeftTroll
4d7804dae80ddf6db0f2d1bb8d5431e51016fcce12fee37acdd56cabb86de55b,NonEnglish
4d8677bae93f9b1db68b7ae4d0c9e91e8760327f9109f7bbe930d5d5f21e3240,NonEnglish
4d8840159ff27080d2554b3432f004b35ceb59b5fb63f69adf58950097953e06,RightTroll
4d89b9e4c0188e97dd374df15a055d12ac55ed35bb9a9eaf8491a7d91294246d,NonEnglish
4d8bdaa3792aa45cd9aaf858c343ea469efc7a2ff8bec714729d6ed1da175484,Fearmonger
4d9948a94c8f3d1bd98fc21609a16bba3b7625aa5b0b40e3cc58123c3ffac5ec,NonEnglish
4d99c326b76c2d1ba38c99e13467ec359d91afe82275a168a4f635120338b80d,NonEnglish
4daec114716142ef9739f36cdf2c6296ad3ffe06cf36f4ce9d4b6053b6b667c5,Unknown
4dc1cc20f4c1876daca505c4bed48e10107a6e13d46560ea1c3412609f086672,Fearmonger
4dc4f9360437c779e3a5b85b96681af17d4748f121cb3ec9b3b055e3988ad264,Fearmonger
4dcff329ba60f483ccc82cc38fcc1238cb73d324025f4dc46c16c9234210cbe5,NonEnglish
4dd3ea4c37948067296cec6804edacf5243d0a139b3208d4e255bc2be85c235a,RightTroll
4ddb06a9240a19b95a03bb7bd3e2cbbf57cfb142ec6b9a71cbfb8d01e9faf13c,NonEnglish
4e04b56280e42e1a57b404e299e57a8a8cc9afbb8799a30111c1cf6a1a46aa06,NonEnglish
4e16af2a782e0ae1194f357c8c4d2362f8eabfaf2f5a95e5c49e233459510490,Fearmonger
4e459806b219630c6e2a3bf0ac3bcf5f8f183ba64217e72d1354d0b7f077d0a8,NonEnglish
4e46a4714eedf8fe397391c6888e21a3a63b0ce10e70b1e1465a798963d62138,NonEnglish
